title,image,Type,Episodes,Status,Premiered,Released_Season,Released_Year,Genres,Themes,Studios,Producers,Demographic,Rating,Score,Ranked,Popularity,Members,Favorites
Naked Wolves,https://cdn.myanimelist.net/images/anime/6/17171.jpg,TV,52,Finished Airing,Spring 2009,Spring,2009.0,"Comedy, Sports",Combat Sports,Kate Arrow,"Pony Canyon, Kyotoma",Kids,PG - Children,5.63,12151.0,15135.0,925.0,5.0
Super Hams Band,https://cdn.myanimelist.net/images/anime/1955/130299.jpg,TV,52,Finished Airing,Fall 2009,Fall,2009.0,Comedy,,add some,add some,Kids,G - All Ages,,15396.0,24344.0,139.0,0.0
Ookami to Koushinryou II,https://cdn.myanimelist.net/images/anime/6/59399.jpg,TV,12,Finished Airing,Summer 2009,Summer,2009.0,"Adventure, Drama, Romance, Supernatural",Adult Cast,"Brain's Base, Marvy Jack","Imagin, Pony Canyon, Movic, Kadokawa Pictures Japan, flying DOG, ASCII Media Works",,PG-13 - Teens 13 or older,8.3,297.0,482.0,515532.0,4309.0
Wageul-wageul Kokomom,https://cdn.myanimelist.net/images/anime/1928/130279.jpg,TV,52,Finished Airing,Fall 2009,Fall,2009.0,Fantasy,Anthropomorphic,add some,add some,Kids,PG - Children,,15980.0,24863.0,128.0,0.0
Minami-ke Okaeri,https://cdn.myanimelist.net/images/anime/10/11458.jpg,TV,13,Finished Airing,Winter 2009,Winter,2009.0,Comedy,"CGDCT, School",asread.,add some,Seinen,PG-13 - Teens 13 or older,7.54,1879.0,2895.0,69790.0,56.0
Iljimae,https://cdn.myanimelist.net/images/anime/1875/114510.jpg,TV,26,Finished Airing,Spring 2009,Spring,2009.0,"Action, Drama, Romance",Historical,add some,add some,,PG-13 - Teens 13 or older,,17257.0,21046.0,281.0,2.0
Aoi Bungaku Series,https://cdn.myanimelist.net/images/anime/10/17471.jpg,TV,12,Finished Airing,Fall 2009,Fall,2009.0,"Drama, Suspense","Historical, Psychological",Madhouse,"Movic, Happinet Pictures, Hakuhodo DY Media Partners, RAY, Arts Pro",,R - 17+ (violence & profanity),7.65,1483.0,1185.0,230993.0,1615.0
Kotatsu Neko (TV),https://cdn.myanimelist.net/images/anime/3/16912.jpg,TV,26,Finished Airing,Fall 2009,Fall,2009.0,Comedy,,add some,Iyasakadou Film,,G - All Ages,,17963.0,15944.0,744.0,0.0
Kung Fu Gonglyong Suhodae,https://cdn.myanimelist.net/images/anime/1435/114465.jpg,TV,40,Finished Airing,Fall 2009,Fall,2009.0,Fantasy,Martial Arts,add some,add some,Kids,PG - Children,,18068.0,22388.0,210.0,0.0
Koto Nakare Hero Gingerman,https://cdn.myanimelist.net/images/anime/8/79577.jpg,TV,12,Finished Airing,Winter 2009,Winter,2009.0,Comedy,,Kenji Studio,Amusement Media Academy,,G - All Ages,,17965.0,18818.0,429.0,0.0
Akikan!,https://cdn.myanimelist.net/images/anime/5/47093.jpg,TV,12,Finished Airing,Winter 2009,Winter,2009.0,"Comedy, Fantasy, Romance, Ecchi",Anthropomorphic,Brain's Base,Half H.P Studio,,PG-13 - Teens 13 or older,6.1,9715.0,1956.0,127451.0,141.0
Cheburashka Arere?,https://cdn.myanimelist.net/images/anime/8/33145.jpg,TV,26,Finished Airing,Fall 2009,Fall,2009.0,"Comedy, Slice of Life",,GoHands,Dream Force,Kids,G - All Ages,6.42,7803.0,10272.0,3656.0,3.0
Nikoniko♪Connie-chan,https://cdn.myanimelist.net/images/anime/10/82202.jpg,TV,5,Finished Airing,Spring 2009,Spring,2009.0,,,add some,Fuji TV,Kids,G - All Ages,,19069.0,21372.0,263.0,0.0
Xiao Shu Ping Ping: Chengyu Dadian,https://cdn.myanimelist.net/images/anime/1904/129816.jpg,TV,52,Finished Airing,Summer 2009,Summer,2009.0,,,add some,add some,Kids,PG - Children,,16397.0,24751.0,130.0,0.0
Waixingren Xiao Nano,https://cdn.myanimelist.net/images/anime/1365/123801.jpg,TV,52,Finished Airing,Fall 2009,Fall,2009.0,,,add some,add some,Kids,PG - Children,,15990.0,24864.0,128.0,0.0
Maria-sama ga Miteru 4th,https://cdn.myanimelist.net/images/anime/4/75206.jpg,TV,13,Finished Airing,Winter 2009,Winter,2009.0,"Drama, Girls Love",School,Studio Deen,add some,Shoujo,PG-13 - Teens 13 or older,7.74,1249.0,4931.0,24526.0,101.0
Kkoma Sinseon Tao,https://cdn.myanimelist.net/images/anime/10/85156.jpg,TV,39,Finished Airing,Summer 2009,Summer,2009.0,,,add some,add some,Kids,G - All Ages,,17874.0,20437.0,314.0,0.0
Shin Ninja Tamamaru,https://cdn.myanimelist.net/images/anime/9/84700.jpg,TV,26,Finished Airing,Winter 2009,Winter,2009.0,,Martial Arts,add some,add some,Kids,G - All Ages,,15010.0,20736.0,298.0,0.0
Guin Saga,https://cdn.myanimelist.net/images/anime/4/75553.jpg,TV,26,Finished Airing,Spring 2009,Spring,2009.0,"Adventure, Fantasy",,Satelight,"Aniplex, BIGLOBE, Hayakawa Shobou",,PG-13 - Teens 13 or older,7.15,3800.0,3633.0,46417.0,135.0
Hipira-kun,https://cdn.myanimelist.net/images/anime/13/46765.jpg,TV,10,Finished Airing,Fall 2009,Fall,2009.0,"Comedy, Fantasy, Supernatural",Vampire,Sunrise,add some,Kids,PG - Children,6.07,9898.0,10302.0,3630.0,1.0
Kemy Lang Buka Chaka,https://cdn.myanimelist.net/images/anime/10/83626.jpg,TV,156,Finished Airing,Winter 2009,Winter,2009.0,Adventure,,add some,add some,Kids,G - All Ages,,17767.0,20087.0,337.0,0.0
Kokekkou-san,https://cdn.myanimelist.net/images/anime/7/83583.jpg,TV,26,Finished Airing,Fall 2009,Fall,2009.0,,,add some,"Genco, G&G Entertainment",Kids,G - All Ages,,17916.0,20735.0,298.0,0.0
Tetsuwan Birdy Decode:02,https://cdn.myanimelist.net/images/anime/10/53907.jpg,TV,12,Finished Airing,Winter 2009,Winter,2009.0,"Action, Comedy, Sci-Fi",,A-1 Pictures,"Aniplex, Shogakukan",Seinen,R - 17+ (violence & profanity),7.7,1342.0,3280.0,55251.0,263.0
Tears to Tiara,https://cdn.myanimelist.net/images/anime/6/18547.jpg,TV,26,Finished Airing,Spring 2009,Spring,2009.0,"Action, Adventure, Fantasy",,White Fox,"Dwango, Bushiroad, Showgate, Good Smile Company",,PG-13 - Teens 13 or older,7.13,3873.0,2631.0,81912.0,180.0
Element Hunters,https://cdn.myanimelist.net/images/anime/1059/133878.jpg,TV,39,Finished Airing,Summer 2009,Summer,2009.0,Sci-Fi,,"Heewon Entertainment, NHK Enterprises",NHK,,G - All Ages,6.59,6764.0,6098.0,14156.0,21.0
Kurokami The Animation,https://cdn.myanimelist.net/images/anime/12/78669.jpg,TV,23,Finished Airing,Winter 2009,Winter,2009.0,"Action, Supernatural",Martial Arts,Sunrise,"Bandai Visual, TV Asahi, Square Enix",Seinen,R - 17+ (violence & profanity),7.12,3925.0,1968.0,126689.0,346.0
Bakemonogatari,https://cdn.myanimelist.net/images/anime/11/75274.jpg,TV,15,Finished Airing,Summer 2009,Summer,2009.0,"Mystery, Romance, Supernatural",Vampire,Shaft,"Aniplex, Kodansha",,R - 17+ (violence & profanity),8.32,275.0,97.0,1468251.0,50701.0
Cofun Gal no Coffy Campus Life,https://cdn.myanimelist.net/images/anime/12/82797.jpg,TV,11,Finished Airing,Fall 2009,Fall,2009.0,Comedy,,add some,add some,,PG-13 - Teens 13 or older,,20749.0,18245.0,470.0,0.0
Gokyoudai Monogatari,https://cdn.myanimelist.net/images/anime/5/61397.jpg,TV,32,Finished Airing,Fall 2009,Fall,2009.0,Comedy,,add some,TV Asahi Music,,G - All Ages,,21573.0,15783.0,772.0,2.0
Queen's Blade: Rurou no Senshi,https://cdn.myanimelist.net/images/anime/2/12410.jpg,TV,12,Finished Airing,Spring 2009,Spring,2009.0,"Action, Adventure, Fantasy, Ecchi",,Arms,"Genco, Media Factory, AT-X, Magic Capsule, Hobby Japan, Toranoana",,R+ - Mild Nudity,6.12,9607.0,2198.0,108353.0,245.0
Uchurei!,https://cdn.myanimelist.net/images/anime/3/56355.jpg,TV,12,Finished Airing,Summer 2009,Summer,2009.0,"Comedy, Sci-Fi, Slice of Life",,Robot Communications,AC Create,,PG-13 - Teens 13 or older,5.5,12580.0,12923.0,1674.0,0.0
Slayers Evolution-R,https://cdn.myanimelist.net/images/anime/5/20938.jpg,TV,13,Finished Airing,Winter 2009,Winter,2009.0,"Action, Adventure, Comedy, Fantasy",,J.C.Staff,add some,,PG-13 - Teens 13 or older,7.37,2570.0,4227.0,34595.0,31.0
Shuimu Xuetang 2nd Season,https://cdn.myanimelist.net/images/anime/1317/115212.jpg,TV,400,Finished Airing,Summer 2009,Summer,2009.0,Comedy,,add some,add some,Kids,PG - Children,,15130.0,22656.0,197.0,0.0
Tamagotchi!,https://cdn.myanimelist.net/images/anime/13/17624.jpg,TV,143,Finished Airing,Fall 2009,Fall,2009.0,Comedy,,OLM Digital,add some,Kids,G - All Ages,6.37,8110.0,12099.0,2170.0,12.0
Stitch! Itazura Alien no Daibouken,https://cdn.myanimelist.net/images/anime/1995/100544.jpg,TV,29,Finished Airing,Fall 2009,Fall,2009.0,"Adventure, Comedy, Sci-Fi",,Madhouse,Tohokushinsha Film Corporation,Kids,G - All Ages,6.16,9369.0,11022.0,2948.0,4.0
Ukkari Pénélope (2009),https://cdn.myanimelist.net/images/anime/2/21982.jpg,TV,26,Finished Airing,Summer 2009,Summer,2009.0,Slice of Life,Anthropomorphic,Nippon Animation,NHK,Kids,G - All Ages,6.07,9885.0,16006.0,735.0,0.0
InuYasha: Kanketsu-hen,https://cdn.myanimelist.net/images/anime/7/75570.jpg,TV,26,Finished Airing,Fall 2009,Fall,2009.0,"Action, Adventure, Fantasy, Romance","Historical, Love Polygon, Mythology, Time Travel",Sunrise,"Yomiuri Telecasting, Shogakukan",Shounen,PG-13 - Teens 13 or older,8.2,409.0,905.0,301175.0,2295.0
Zoku Natsume Yuujinchou,https://cdn.myanimelist.net/images/anime/4/79738.jpg,TV,13,Finished Airing,Winter 2009,Winter,2009.0,"Slice of Life, Supernatural","Iyashikei, Mythology",Brain's Base,"Aniplex, Nihon Ad Systems",Shoujo,PG-13 - Teens 13 or older,8.53,139.0,1040.0,263175.0,1498.0
Hajime no Ippo: New Challenger,https://cdn.myanimelist.net/images/anime/8/56617.jpg,TV,26,Finished Airing,Winter 2009,Winter,2009.0,Sports,Combat Sports,Madhouse,"VAP, Kodansha, Nippon Television Network",Shounen,PG-13 - Teens 13 or older,8.67,75.0,861.0,317101.0,1920.0
Green Saver,https://cdn.myanimelist.net/images/anime/12/52163.jpg,TV,26,Finished Airing,Fall 2009,Fall,2009.0,Adventure,,add some,Studio Kaab,Kids,G - All Ages,,21612.0,19674.0,363.0,1.0
Battle Spirits: Shounen Gekiha Dan,https://cdn.myanimelist.net/images/anime/1029/132256.jpg,TV,50,Finished Airing,Fall 2009,Fall,2009.0,Adventure,"Isekai, Military, Strategy Game",Sunrise,add some,,PG - Children,6.96,4700.0,9498.0,4655.0,12.0
Kuuchuu Buranko,https://cdn.myanimelist.net/images/anime/3/18386.jpg,TV,11,Finished Airing,Fall 2009,Fall,2009.0,"Avant Garde, Drama","Medical, Psychological",Toei Animation,"Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment, Bungeishunjuu",,R - 17+ (violence & profanity),7.89,889.0,2321.0,100388.0,1348.0
Kaidan Restaurant,https://cdn.myanimelist.net/images/anime/11/17905.jpg,TV,23,Finished Airing,Fall 2009,Fall,2009.0,"Horror, Mystery, Supernatural",,Toei Animation,TV Asahi,Kids,PG - Children,7.24,3241.0,5584.0,17915.0,50.0
Kiddy GiRL-AND,https://cdn.myanimelist.net/images/anime/4/74159.jpg,TV,24,Finished Airing,Fall 2009,Fall,2009.0,"Action, Comedy, Sci-Fi",Super Power,Satelight,"Lantis, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, gimik",,PG-13 - Teens 13 or older,6.8,5530.0,5479.0,18911.0,34.0
Miracle☆Train: Oedo-sen e Youkoso,https://cdn.myanimelist.net/images/anime/9/75568.jpg,TV,13,Finished Airing,Fall 2009,Fall,2009.0,Fantasy,,Yumeta Company,"TV Tokyo, Aniplex, Lantis, DAX Production, TYO Animations",,PG-13 - Teens 13 or older,6.45,7648.0,5340.0,20196.0,41.0
Anyamal Tantei Kiruminzoo,https://cdn.myanimelist.net/images/anime/8/74070.jpg,TV,50,Finished Airing,Fall 2009,Fall,2009.0,Comedy,,Satelight,"HAL Film Maker, Sotsu, Starchild Records, MediaNet, AT-X, JM Animation, Aoni Entertainment",,G - All Ages,7.15,3786.0,7058.0,9993.0,65.0
Shangri-La,https://cdn.myanimelist.net/images/anime/1780/121358.jpg,TV,24,Finished Airing,Spring 2009,Spring,2009.0,"Action, Drama, Sci-Fi",,Gonzo,"Rakuonsha, flying DOG, NTT Docomo, Atelier Musa",,PG-13 - Teens 13 or older,7.05,4305.0,2933.0,68212.0,156.0
Souten Kouro,https://cdn.myanimelist.net/images/anime/8/13994.jpg,TV,26,Finished Airing,Spring 2009,Spring,2009.0,"Action, Adventure",Historical,Madhouse,"VAP, Arts Pro",,R+ - Mild Nudity,7.19,3530.0,5349.0,20072.0,51.0
Tatakau Shisho: The Book of Bantorra,https://cdn.myanimelist.net/images/anime/13/22769.jpg,TV,27,Finished Airing,Fall 2009,Fall,2009.0,"Action, Fantasy","Adult Cast, Super Power",David Production,"Geneon Universal Entertainment, Studio Mausu, Sakura Create, Atelier Musa",,R - 17+ (violence & profanity),7.18,3609.0,2846.0,71677.0,237.0
Ryouma 30 Seconds,https://cdn.myanimelist.net/images/anime/11/76307.jpg,TV,5,Finished Airing,Summer 2009,Summer,2009.0,,Historical,add some,NHK,,G - All Ages,,14554.0,18417.0,457.0,0.0
Sora wo Kakeru Shoujo,https://cdn.myanimelist.net/images/anime/6/74071.jpg,TV,26,Finished Airing,Winter 2009,Winter,2009.0,"Adventure, Comedy, Sci-Fi",Space,Sunrise,add some,,PG-13 - Teens 13 or older,6.97,4674.0,4640.0,28146.0,47.0
Shugo Chara! Party!,https://cdn.myanimelist.net/images/anime/1125/145752.jpg,TV,25,Finished Airing,Fall 2009,Fall,2009.0,Comedy,"Mahou Shoujo, School",Satelight,"TV Tokyo, Sotsu",Shoujo,PG - Children,6.67,6286.0,2724.0,77335.0,181.0
Skip Beat!,https://cdn.myanimelist.net/images/anime/11/84022.jpg,TV,25,Finished Airing,Fall 2008,Fall,2008.0,"Comedy, Drama, Romance","Love Polygon, Showbiz",HAL Film Maker,"Sotsu, Pony Canyon, Hakusensha, TV Tokyo Music, Omnibus Promotion",Shoujo,PG-13 - Teens 13 or older,8.07,602.0,952.0,283129.0,5314.0
Net Miracle Shopping,https://cdn.myanimelist.net/images/anime/1547/144363.jpg,TV,23,Finished Airing,Fall 2008,Fall,2008.0,Comedy,,add some,Mainichi Broadcasting System,,PG-13 - Teens 13 or older,,19039.0,25733.0,112.0,0.0
Leonardo Hakase to Kirin-mura no Nakama desho,https://cdn.myanimelist.net/images/anime/1117/105677.jpg,TV,26,Finished Airing,Spring 2008,Spring,2008.0,Comedy,,add some,add some,Kids,G - All Ages,,18187.0,22094.0,225.0,0.0
Leonardo Hakase to Kirin-mura no Nakama-tachi (TV),https://cdn.myanimelist.net/images/anime/1206/105676.jpg,TV,13,Finished Airing,Winter 2008,Winter,2008.0,Comedy,,add some,add some,Kids,G - All Ages,,18190.0,21505.0,256.0,0.0
Usavich III,https://cdn.myanimelist.net/images/anime/6/15659.jpg,TV,13,Finished Airing,Fall 2008,Fall,2008.0,Comedy,"Anthropomorphic, Gag Humor",Kanaban Graphics,add some,,PG-13 - Teens 13 or older,7.04,4335.0,9395.0,4823.0,4.0
Tentai Senshi Sunred,https://cdn.myanimelist.net/images/anime/11/11740.jpg,TV,26,Finished Airing,Fall 2008,Fall,2008.0,Comedy,"Gag Humor, Parody, Super Power",AIC ASTA,flying DOG,Seinen,PG-13 - Teens 13 or older,7.75,1210.0,5048.0,23164.0,201.0
Onegai♪My Melody Kirara★,https://cdn.myanimelist.net/images/anime/7/68501.jpg,TV,52,Finished Airing,Spring 2008,Spring,2008.0,"Comedy, Fantasy",,Studio Comet,Sanrio,,G - All Ages,6.53,7153.0,10863.0,3086.0,7.0
Akiba-chan,https://cdn.myanimelist.net/images/anime/2/10634.jpg,TV,10,Finished Airing,Summer 2008,Summer,2008.0,"Comedy, Slice of Life",,add some,Kids Station,Kids,G - All Ages,5.45,12739.0,10784.0,3160.0,10.0
Kakugen! Kakuza Tousan,https://cdn.myanimelist.net/images/anime/1552/105575.jpg,TV,13,Finished Airing,Winter 2008,Winter,2008.0,"Comedy, Drama","Historical, Parody",add some,add some,,G - All Ages,,17661.0,21580.0,252.0,0.0
Ga-Rei: Zero,https://cdn.myanimelist.net/images/anime/9/83975.jpg,TV,12,Finished Airing,Fall 2008,Fall,2008.0,"Action, Supernatural, Suspense","Gore, Super Power","AIC Spirits, asread.","Lantis, Kadokawa Shoten, Rakuonsha, Kadokawa Pictures Japan, KlockWorx",Shounen,R - 17+ (violence & profanity),7.56,1791.0,1079.0,250584.0,2889.0
Shin Chou Kyou Ryo: Condor Hero III,https://cdn.myanimelist.net/images/anime/1383/90702.jpg,TV,26,Finished Airing,Spring 2008,Spring,2008.0,"Action, Adventure, Drama, Romance",Historical,Nippon Animation,Jade Animation,,PG-13 - Teens 13 or older,7.2,3504.0,10781.0,3163.0,4.0
Kurozuka,https://cdn.myanimelist.net/images/anime/4/21844.jpg,TV,12,Finished Airing,Fall 2008,Fall,2008.0,"Action, Drama, Horror, Romance, Sci-Fi","Gore, Historical, Samurai, Vampire",Madhouse,Sony Pictures Entertainment,Seinen,R - 17+ (violence & profanity),6.85,5244.0,2302.0,101144.0,334.0
One Outs,https://cdn.myanimelist.net/images/anime/7/21065.jpg,TV,25,Finished Airing,Fall 2008,Fall,2008.0,"Sports, Suspense","Adult Cast, Psychological, Team Sports",Madhouse,"VAP, Nippon Television Network, D.N. Dream Partners",Seinen,PG-13 - Teens 13 or older,8.32,283.0,1069.0,252809.0,4219.0
Stitch!,https://cdn.myanimelist.net/images/anime/1603/100542.jpg,TV,25,Finished Airing,Fall 2008,Fall,2008.0,"Adventure, Comedy",,Madhouse,"TV Asahi, Disney Platform Distribution",Kids,PG - Children,6.07,9878.0,8108.0,7012.0,16.0
Nanami-chan 5th Series,https://cdn.myanimelist.net/images/anime/1915/103065.jpg,TV,16,Finished Airing,Summer 2008,Summer,2008.0,,,"Group TAC, Robot Communications",add some,Kids,G - All Ages,,18961.0,21537.0,254.0,0.0
Akaneiro ni Somaru Saka,https://cdn.myanimelist.net/images/anime/9/21525.jpg,TV,12,Finished Airing,Fall 2008,Fall,2008.0,"Comedy, Romance, Ecchi","Harem, School",TNK,"Marvelous Entertainment, feng, Delfi Sound, Pony Canyon Enterprises",,R+ - Mild Nudity,6.37,8122.0,1667.0,156210.0,259.0
Battle Spirits: Shounen Toppa Bashin,https://cdn.myanimelist.net/images/anime/7/21150.jpg,TV,50,Finished Airing,Fall 2008,Fall,2008.0,,Strategy Game,Sunrise,"Toei Animation, Sotsu, Nagoya Broadcasting Network",Shounen,PG - Children,6.39,7977.0,9685.0,4412.0,13.0
Bihada Ichizoku,https://cdn.myanimelist.net/images/anime/3/19268.jpg,TV,12,Finished Airing,Fall 2008,Fall,2008.0,"Comedy, Drama",Parody,add some,"Omnibus Japan, Sony Music Entertainment",,PG-13 - Teens 13 or older,5.73,11644.0,9078.0,5312.0,4.0
ChäoS;HEAd,https://cdn.myanimelist.net/images/anime/13/15443.jpg,TV,12,Finished Airing,Fall 2008,Fall,2008.0,"Mystery, Sci-Fi, Supernatural, Suspense",Psychological,Madhouse,"VAP, Yomiuri Telecasting, Kids Station",,R - 17+ (violence & profanity),6.28,8684.0,916.0,295563.0,748.0
Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,https://cdn.myanimelist.net/images/anime/13/23619.jpg,TV,30,Finished Airing,Winter 2008,Winter,2008.0,"Action, Adventure, Sci-Fi",Strategy Game,Sunrise,"Asatsu DK, Sega, Nagoya Broadcasting Network",Kids,G - All Ages,6.59,6781.0,6460.0,12321.0,38.0
Mach Girl,https://cdn.myanimelist.net/images/anime/1177/97974.jpg,TV,26,Finished Airing,Fall 2008,Fall,2008.0,Comedy,Racing,Tatsunoko Production,add some,,G - All Ages,5.3,13189.0,14182.0,1184.0,3.0
Sugar Bunnies Chocolate!,https://cdn.myanimelist.net/images/anime/2/14815.jpg,TV,26,Finished Airing,Spring 2008,Spring,2008.0,,,Asahi Production,Sanrio,Kids,PG - Children,6.07,9880.0,15017.0,953.0,2.0
Inazuma Eleven,https://cdn.myanimelist.net/images/anime/1854/94704.jpg,TV,127,Finished Airing,Fall 2008,Fall,2008.0,Sports,"Super Power, Team Sports",OLM,"TV Tokyo, Dentsu, Half H.P Studio",,G - All Ages,7.76,1190.0,1164.0,234259.0,4667.0
Kuroshitsuji,https://cdn.myanimelist.net/images/anime/1467/137783.jpg,TV,24,Finished Airing,Fall 2008,Fall,2008.0,"Action, Mystery, Supernatural","Historical, Mythology",A-1 Pictures,"Aniplex, Square Enix, Yomiko Advertising, Mainichi Broadcasting System, Movic, Trinity Sound, Hakuhodo DY Media Partners",Shounen,R - 17+ (violence & profanity),7.65,1498.0,124.0,1254311.0,23467.0
Zettai Yareru Greece Shinwa,https://cdn.myanimelist.net/images/anime/3/53619.jpg,TV,13,Finished Airing,Fall 2008,Fall,2008.0,"Comedy, Ecchi",,"A-1 Pictures, No Side","VAP, Omnibus Promotion",,R+ - Mild Nudity,5.85,11095.0,15237.0,897.0,0.0
Live On Cardliver Kakeru,https://cdn.myanimelist.net/images/anime/1356/133697.jpg,TV,51,Finished Airing,Fall 2008,Fall,2008.0,Fantasy,Strategy Game,TMS Entertainment,"Sotsu, Sakura Create",,PG - Children,6.26,8805.0,13243.0,1520.0,3.0
Tatakae! Dokan-kun: Robolympic-hen,https://cdn.myanimelist.net/images/anime/1897/95813.jpg,TV,13,Finished Airing,Spring 2008,Spring,2008.0,Comedy,Mecha,DLE,add some,,G - All Ages,,15545.0,21336.0,265.0,0.0
Tatakae! Dokan-kun: Gekitou-kun,https://cdn.myanimelist.net/images/anime/1901/95812.jpg,TV,13,Finished Airing,Winter 2008,Winter,2008.0,Comedy,Mecha,DLE,add some,,G - All Ages,,15544.0,20698.0,300.0,0.0
Tales of the Abyss,https://cdn.myanimelist.net/images/anime/8/21243.jpg,TV,26,Finished Airing,Fall 2008,Fall,2008.0,"Adventure, Drama, Fantasy",,Sunrise,"Bandai Visual, Animax, Bandai Namco Games, Atelier Musa",,PG-13 - Teens 13 or older,7.26,3172.0,1975.0,126348.0,539.0
Mouryou no Hako,https://cdn.myanimelist.net/images/anime/10/75492.jpg,TV,13,Finished Airing,Fall 2008,Fall,2008.0,"Mystery, Supernatural, Suspense","Detective, Historical, Psychological",Madhouse,"VAP, Kadokawa Shoten, Nippon Television Network, Arts Pro",,R - 17+ (violence & profanity),7.11,4012.0,2976.0,66500.0,261.0
Casshern Sins,https://cdn.myanimelist.net/images/anime/8/23336.jpg,TV,24,Finished Airing,Fall 2008,Fall,2008.0,"Action, Adventure, Drama, Sci-Fi",Psychological,Madhouse,"Tatsunoko Production, Showgate, Hakuhodo DY Media Partners, USEN, Geneon Entertainment, Toei Academy",,R - 17+ (violence & profanity),7.5,2034.0,1517.0,175683.0,1890.0
Shugo Chara!! Doki,https://cdn.myanimelist.net/images/anime/1186/145753.jpg,TV,51,Finished Airing,Fall 2008,Fall,2008.0,Comedy,"Mahou Shoujo, School",Satelight,"TV Tokyo, Sotsu",Shoujo,PG - Children,7.42,2356.0,2203.0,107951.0,588.0
Junjou Romantica 2,https://cdn.myanimelist.net/images/anime/6/38417.jpg,TV,12,Finished Airing,Fall 2008,Fall,2008.0,"Boys Love, Comedy, Drama",Adult Cast,Studio Deen,"Frontier Works, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, Memory-Tech, Romantica club !!",,PG-13 - Teens 13 or older,7.67,1441.0,1435.0,186898.0,967.0
ef: A Tale of Melodies.,https://cdn.myanimelist.net/images/anime/1675/131993.jpg,TV,12,Finished Airing,Fall 2008,Fall,2008.0,"Drama, Mystery, Romance, Supernatural",,Shaft,Geneon Entertainment,,PG-13 - Teens 13 or older,7.98,725.0,1574.0,169661.0,1706.0
